年月底別,行政區,土地面積[平方公里],里數[里],鄰數[鄰],戶數[戶],人口數/總計[人],人口數/男[人],人口數/女[人],性比例[男/百女],戶量[人/戶],人口密度[人/平方公里]
93年10月,文山區,31.509,39,991,90783,257709,127072,130637,97.27,2.84,8179
93年10月,南港區,21.8424,19,423,37915,112982,56607,56375,100.41,2.98,5173
93年10月,內湖區,31.5787,37,859,87267,260914,127835,133079,96.06,2.99,8262
93年10月,士林區,62.3682,51,985,94799,288866,142330,146536,97.13,3.05,4632
93年10月,北投區,56.8216,42,817,83114,248897,122611,126286,97.09,2.99,4380
93年11月,總計,271.7997,449,9455,923116,2622565,1286628,1335937,96.31,2.84,9649
93年11月,松山區,9.2878,33,756,73705,205942,98869,107073,92.34,2.79,22173
93年11月,信義區,11.2077,41,911,83873,232500,114675,117825,97.33,2.77,20745
93年11月,大安區,11.3614,53,1025,112393,312546,149623,162923,91.84,2.78,27509
93年11月,中山區,13.6821,42,864,84119,216813,104255,112558,92.62,2.58,15846
93年11月,中正區,7.6071,31,584,58844,158521,77684,80837,96.1,2.69,20839
93年11月,大同區,5.6815,25,516,44580,128571,64338,64233,100.16,2.88,22630
93年11月,萬華區,8.8522,36,724,71379,197713,100508,97205,103.4,2.77,22335
93年11月,文山區,31.509,39,991,90934,257915,127181,130734,97.28,2.84,8185
93年11月,南港區,21.8424,19,423,37919,112996,56640,56356,100.5,2.98,5173
93年11月,內湖區,31.5787,37,859,87320,261049,127858,133191,96,2.99,8267
93年11月,士林區,62.3682,51,985,94913,289081,142383,146698,97.06,3.05,4635
93年11月,北投區,56.8216,42,817,83137,248918,122614,126304,97.08,2.99,4381
93年12月,總計,271.7997,449,9455,923325,2622472,1286303,1336169,96.27,2.84,9649
93年12月,松山區,9.2878,33,756,73768,205962,98839,107123,92.27,2.79,22176
93年12月,信義區,11.2077,41,911,83875,232506,114648,117858,97.28,2.77,20745
93年12月,大安區,11.3614,53,1025,112428,312554,149602,162952,91.81,2.78,27510
93年12月,中山區,13.6821,42,864,84172,216868,104299,112569,92.65,2.58,15850
93年12月,中正區,7.6071,31,584,58841,158486,77676,80810,96.12,2.69,20834
93年12月,大同區,5.6815,25,516,44580,128512,64291,64221,100.11,2.88,22619
93年12月,萬華區,8.8522,36,724,71281,197445,100338,97107,103.33,2.77,22305
93年12月,文山區,31.509,39,991,90972,258046,127225,130821,97.25,2.84,8190
93年12月,南港區,21.8424,19,423,37928,112982,56618,56364,100.45,2.98,5173
93年12月,內湖區,31.5787,37,859,87335,261201,127887,133314,95.93,2.99,8271
93年12月,士林區,62.3682,51,985,94924,288921,142259,146662,97,3.04,4633
93年12月,北投區,56.8216,42,817,83221,248989,122621,126368,97.03,2.99,4382
94年1月,總計,271.7997,449,9456,923629,2621942,1285802,1336140,96.23,2.84,9647
94年1月,松山區,9.2878,33,756,73844,206172,98958,107214,92.3,2.79,22198
94年1月,信義區,11.2077,41,911,83849,232189,114459,117730,97.22,2.77,20717
94年1月,大安區,11.3614,53,1025,112480,312666,149617,163049,91.76,2.78,27520
94年1月,中山區,13.6821,42,864,84240,216925,104325,112600,92.65,2.58,15855
94年1月,中正區,7.6071,31,584,58797,158267,77573,80694,96.13,2.69,20805
94年1月,大同區,5.6815,25,516,44587,128386,64230,64156,100.12,2.88,22597
94年1月,萬華區,8.8522,36,724,71328,197265,100251,97014,103.34,2.77,22284
94年1月,文山區,31.509,39,992,90976,258052,127173,130879,97.17,2.84,8190
94年1月,南港區,21.8424,19,423,37943,112945,56611,56334,100.49,2.98,5171
94年1月,內湖區,31.5787,37,859,87387,261232,127856,133376,95.86,2.99,8272
94年1月,士林區,62.3682,51,985,94994,289042,142293,146749,96.96,3.04,4634
94年1月,北投區,56.8216,42,817,83204,248801,122456,126345,96.92,2.99,4379
94年2月,總計,271.7997,449,9456,923667,2621441,1285297,1336144,96.19,2.84,9645
94年2月,松山區,9.2878,33,756,73931,206444,99046,107398,92.22,2.79,22227
94年2月,信義區,11.2077,41,911,83847,232143,114428,117715,97.21,2.77,20713
94年2月,大安區,11.3614,53,1025,112473,312793,149677,163116,91.76,2.78,27531
94年2月,中山區,13.6821,42,864,84278,216829,104219,112610,92.55,2.57,15848
94年2月,中正區,7.6071,31,584,58786,158294,77553,80741,96.05,2.69,20809
94年2月,大同區,5.6815,25,516,44593,128310,64175,64135,100.06,2.88,22584
94年2月,萬華區,8.8522,36,724,71312,197103,100172,96931,103.34,2.76,22266
94年2月,文山區,31.509,39,992,90950,257975,127047,130928,97.04,2.84,8187
94年2月,南港區,21.8424,19,423,37932,112870,56582,56288,100.52,2.98,5167
94年2月,內湖區,31.5787,37,859,87399,261236,127852,133384,95.85,2.99,8273
94年2月,士林區,62.3682,51,985,95008,288931,142234,146697,96.96,3.04,4633
94年2月,北投區,56.8216,42,817,83158,248513,122312,126201,96.92,2.99,4374
94年3月,總計,271.7997,449,9457,923812,2619022,1283857,1335165,96.16,2.84,9636
94年3月,松山區,9.2878,33,756,74130,206830,99246,107584,92.25,2.79,22269
94年3月,信義區,11.2077,41,912,83799,231699,114137,117562,97.09,2.76,20673
94年3月,大安區,11.3614,53,1025,112419,312281,149421,162860,91.75,2.78,27486
94年3月,中山區,13.6821,42,864,84285,216560,104064,112496,92.5,2.57,15828
94年3月,中正區,7.6071,31,584,58732,158026,77412,80614,96.03,2.69,20773
94年3月,大同區,5.6815,25,516,44604,128136,64100,64036,100.1,2.87,22553
94年3月,萬華區,8.8522,36,724,71349,196759,99969,96790,103.28,2.76,22227
94年3月,文山區,31.509,39,992,90979,258151,127075,131076,96.95,2.84,8193
94年3月,南港區,21.8424,19,423,37932,112824,56586,56238,100.62,2.97,5165
94年3月,內湖區,31.5787,37,859,87374,260869,127621,133248,95.78,2.99,8261
94年3月,士林區,62.3682,51,985,95083,288690,142095,146595,96.93,3.04,4629
94年3月,北投區,56.8216,42,817,83126,248197,122131,126066,96.88,2.99,4368
94年4月,總計,271.7997,449,9457,924390,2618706,1283354,1335352,96.11,2.83,9635
94年4月,松山區,9.2878,33,756,74347,207471,99530,107941,92.21,2.79,22338
94年4月,信義區,11.2077,41,912,83777,231400,113969,117431,97.05,2.76,20647
94年4月,大安區,11.3614,53,1025,112442,312235,149376,162859,91.72,2.78,27482
94年4月,中山區,13.6821,42,864,84385,216656,104068,112588,92.43,2.57,15835
94年4月,中正區,7.6071,31,584,58692,157923,77343,80580,95.98,2.69,20760
94年4月,大同區,5.6815,25,516,44645,127931,63985,63946,100.06,2.87,22517
94年4月,萬華區,8.8522,36,724,71356,196500,99827,96673,103.26,2.75,22198
94年4月,文山區,31.509,39,992,91060,258209,127077,131132,96.91,2.84,8195
94年4月,南港區,21.8424,19,423,37954,112856,56586,56270,100.56,2.97,5167
94年4月,內湖區,31.5787,37,859,87438,260789,127559,133230,95.74,2.98,8258
94年4月,士林區,62.3682,51,985,95162,288703,142053,146650,96.87,3.03,4629
94年4月,北投區,56.8216,42,817,83132,248033,121981,126052,96.77,2.98,4365
94年5月,總計,271.7997,449,9458,924978,2617694,1282520,1335174,96.06,2.83,9631
94年5月,松山區,9.2878,33,756,74449,207552,99528,108024,92.14,2.79,22347
94年5月,信義區,11.2077,41,913,83811,231141,113787,117354,96.96,2.76,20623
94年5月,大安區,11.3614,53,1025,112528,312307,149369,162938,91.67,2.78,27488
94年5月,中山區,13.6821,42,864,84423,216708,104049,112659,92.36,2.57,15839
94年5月,中正區,7.6071,31,584,58716,157897,77295,80602,95.9,2.69,20757
94年5月,大同區,5.6815,25,516,44645,127742,63871,63871,100,2.86,22484
94年5月,萬華區,8.8522,36,724,71384,196178,99615,96563,103.16,2.75,22161
94年5月,文山區,31.509,39,992,91117,258230,127083,131147,96.9,2.83,8195
94年5月,南港區,21.8424,19,423,37968,112748,56505,56243,100.47,2.97,5162
94年5月,內湖區,31.5787,37,859,87491,260782,127521,133261,95.69,2.98,8258
94年5月,士林區,62.3682,51,985,95243,288546,141976,146570,96.87,3.03,4626
94年5月,北投區,56.8216,42,817,83203,247863,121921,125942,96.81,2.98,4362
94年6月,總計,271.7997,449,9459,933110,2617386,1281932,1335454,95.99,2.81,9630
94年6月,松山區,9.2878,33,756,75009,207760,99590,108170,92.07,2.77,22369
94年6月,信義區,11.2077,41,913,84605,230811,113619,117192,96.95,2.73,20594
94年6月,大安區,11.3614,53,1025,113108,312379,149333,163046,91.59,2.76,27495
94年6月,中山區,13.6821,42,864,85446,216817,104079,112738,92.32,2.54,15847
94年6月,中正區,7.6071,31,584,59060,157880,77263,80617,95.84,2.67,20754
94年6月,大同區,5.6815,25,516,44909,127606,63745,63861,99.82,2.84,22460
94年6月,萬華區,8.8522,36,721,71774,195492,99233,96259,103.09,2.72,22084
94年6月,文山區,31.509,39,992,92078,258530,127173,131357,96.81,2.81,8205
94年6月,南港區,21.8424,19,427,38589,112794,56511,56283,100.41,2.92,5164
94年6月,內湖區,31.5787,37,859,88663,260867,127534,133333,95.65,2.94,8261
94年6月,士林區,62.3682,51,985,95875,288514,141935,146579,96.83,3.01,4626
94年6月,北投區,56.8216,42,817,83994,247936,121917,126019,96.74,2.95,4363
94年7月,總計,271.7997,449,9459,926656,2616793,1281210,1335583,95.93,2.82,9628
94年7月,松山區,9.2878,33,756,74621,207807,99558,108249,91.97,2.78,22374
94年7月,信義區,11.2077,41,913,83792,230628,113504,117124,96.91,2.75,20578
94年7月,大安區,11.3614,53,1025,112669,312349,149284,163065,91.55,2.77,27492
94年7月,中山區,13.6821,42,864,84659,216782,104015,112767,92.24,2.56,15844
94年7月,中正區,7.6071,31,584,58857,157805,77192,80613,95.76,2.68,20744
94年7月,大同區,5.6815,25,516,44702,127491,63666,63825,99.75,2.85,22440
94年7月,萬華區,8.8522,36,720,71297,195278,99060,96218,102.95,2.74,22060
94年7月,文山區,31.509,39,993,91378,258419,127055,131364,96.72,2.83,8201
94年7月,南港區,21.8424,19,427,38104,112857,56532,56325,100.37,2.96,5167
94年7月,內湖區,31.5787,37,859,87763,261061,127614,133447,95.63,2.97,8267
94年7月,士林區,62.3682,51,985,95380,288323,141796,146527,96.77,3.02,4623
94年7月,北投區,56.8216,42,817,83434,247993,121934,126059,96.73,2.97,4364
94年8月,總計,271.7997,449,9459,931521,2619117,1281894,1337223,95.86,2.81,9636
94年8月,松山區,9.2878,33,756,75011,207961,99591,108370,91.9,2.77,22391
94年8月,信義區,11.2077,41,913,84443,230898,113579,117319,96.81,2.73,20602
94年8月,大安區,11.3614,53,1025,113200,312616,149339,163277,91.46,2.76,27516
94年8月,中山區,13.6821,42,864,85182,217037,104077,112960,92.14,2.55,15863
94年8月,中正區,7.6071,31,584,59158,157975,77233,80742,95.65,2.67,20767
94年8月,大同區,5.6815,25,516,44851,127434,63628,63806,99.72,2.84,22430
94年8月,萬華區,8.8522,36,720,71647,195334,99099,96235,102.98,2.73,22066
94年8月,文山區,31.509,39,993,91851,258738,127138,131600,96.61,2.82,8212
94年8月,南港區,21.8424,19,427,38391,113044,56607,56437,100.3,2.94,5175
94年8月,內湖區,31.5787,37,859,88325,261526,127815,133711,95.59,2.96,8282
94年8月,士林區,62.3682,51,985,95682,288272,141767,146505,96.77,3.01,4622
94年8月,北投區,56.8216,42,817,83780,248282,122021,126261,96.64,2.96,4370
94年9月,總計,271.7997,449,9458,933666,2617034,1280628,1336406,95.83,2.8,9629
94年9月,松山區,9.2878,33,756,75102,207913,99549,108364,91.87,2.77,22386
94年9月,信義區,11.2077,41,913,84602,230789,113459,117330,96.7,2.73,20592
94年9月,大安區,11.3614,53,1025,113381,312048,149010,163038,91.4,2.75,27466
94年9月,中山區,13.6821,42,864,85475,216980,104061,112919,92.16,2.54,15859
94年9月,中正區,7.6071,31,584,59212,157588,76989,80599,95.52,2.66,20716
94年9月,大同區,5.6815,25,516,44934,127191,63528,63663,99.79,2.83,22387
94年9月,萬華區,8.8522,36,719,71799,195172,99052,96120,103.05,2.72,22048
94年9月,文山區,31.509,39,993,92066,258668,127102,131566,96.61,2.81,8209
94年9月,南港區,21.8424,19,427,38568,113121,56661,56460,100.36,2.93,5179
94年9月,內湖區,31.5787,37,859,88611,261517,127779,133738,95.54,2.95,8281
94年9月,士林區,62.3682,51,985,95930,288012,141562,146450,96.66,3,4618
94年9月,北投區,56.8216,42,817,83986,248035,121876,126159,96.61,2.95,4365
94年10月,總計,271.7997,449,9458,933191,2616596,1280196,1336400,95.79,2.8,9627
94年10月,松山區,9.2878,33,756,75051,207932,99540,108392,91.83,2.77,22388
94年10月,信義區,11.2077,41,913,84547,230731,113413,117318,96.67,2.73,20587
94年10月,大安區,11.3614,53,1025,113275,312132,148995,163137,91.33,2.76,27473
94年10月,中山區,13.6821,42,864,85433,216968,104052,112916,92.15,2.54,15858
94年10月,中正區,7.6071,31,584,59177,157560,76937,80623,95.43,2.66,20712
94年10月,大同區,5.6815,25,516,44954,127154,63495,63659,99.74,2.83,22380
94年10月,萬華區,8.8522,36,719,71734,194968,98942,96026,103.04,2.72,22025
94年10月,文山區,31.509,39,993,92017,258655,127095,131560,96.61,2.81,8209
94年10月,南港區,21.8424,19,427,38577,113108,56642,56466,100.31,2.93,5178
94年10月,內湖區,31.5787,37,859,88574,261478,127762,133716,95.55,2.95,8280
94年10月,士林區,62.3682,51,985,95853,287819,141458,146361,96.65,3,4615
94年10月,北投區,56.8216,42,817,83999,248091,121865,126226,96.55,2.95,4366
94年11月,總計,271.7997,449,9460,932959,2615308,1279357,1335951,95.76,2.8,9622
94年11月,松山區,9.2878,33,756,75001,207896,99517,108379,91.82,2.77,22384
94年11月,信義區,11.2077,41,913,84520,230590,113319,117271,96.63,2.73,20574
94年11月,大安區,11.3614,53,1025,113181,311954,148886,163068,91.3,2.76,27457
94年11月,中山區,13.6821,42,864,85412,216825,104006,112819,92.19,2.54,15847
94年11月,中正區,7.6071,31,584,59108,157419,76838,80581,95.35,2.66,20694
94年11月,大同區,5.6815,25,516,44919,126962,63381,63581,99.69,2.83,22347
94年11月,萬華區,8.8522,36,719,71773,194812,98832,95980,102.97,2.71,22007
94年11月,文山區,31.509,39,993,92035,258689,127078,131611,96.56,2.81,8210
94年11月,南港區,21.8424,19,429,38580,113051,56612,56439,100.31,2.93,5176
94年11月,內湖區,31.5787,37,859,88563,261520,127756,133764,95.51,2.95,8282
94年11月,士林區,62.3682,51,985,95853,287551,141296,146255,96.61,3,4611
94年11月,北投區,56.8216,42,817,84014,248039,121836,126203,96.54,2.95,4365
94年12月,總計,271.7997,449,9461,933110,2616375,1279513,1336862,95.71,2.8,9626
94年12月,松山區,9.2878,33,756,75009,208101,99575,108526,91.75,2.77,22406
94年12月,信義區,11.2077,41,913,84605,230780,113351,117429,96.53,2.73,20591
94年12月,大安區,11.3614,53,1027,113108,312166,148926,163240,91.23,2.76,27476
94年12月,中山區,13.6821,42,864,85446,216906,104048,112858,92.19,2.54,15853
94年12月,中正區,7.6071,31,584,59060,157335,76770,80565,95.29,2.66,20683
94年12月,大同區,5.6815,25,516,44909,126810,63307,63503,99.69,2.82,22320
94年12月,萬華區,8.8522,36,718,71774,194743,98801,95942,102.98,2.71,21999
94年12月,文山區,31.509,39,993,92078,258953,127139,131814,96.45,2.81,8218
94年12月,南港區,21.8424,19,429,38589,113052,56605,56447,100.28,2.93,5176
94年12月,內湖區,31.5787,37,859,88663,261837,127836,134001,95.4,2.95,8292
94年12月,士林區,62.3682,51,985,95875,287753,141385,146368,96.6,3,4614
94年12月,北投區,56.8216,42,817,83994,247939,121770,126169,96.51,2.95,4363
95年1月,總計,271.7997,449,9465,932763,2616473,1279225,1337248,95.66,2.81,9626
95年1月,松山區,9.2878,33,756,74978,208164,99589,108575,91.72,2.78,22413
95年1月,信義區,11.2077,41,913,84575,230735,113331,117404,96.53,2.73,20587
95年1月,大安區,11.3614,53,1027,113104,312406,148990,163416,91.17,2.76,27497
95年1月,中山區,13.6821,42,864,85420,216855,104012,112843,92.17,2.54,15850
95年1月,中正區,7.6071,31,584,59039,157366,76738,80628,95.18,2.67,20687
95年1月,大同區,5.6815,25,517,44863,126748,63234,63514,99.56,2.83,22309
95年1月,萬華區,8.8522,36,718,71701,194654,98709,95945,102.88,2.71,21989
95年1月,文山區,31.509,39,993,92018,258915,127091,131824,96.41,2.81,8217
95年1月,南港區,21.8424,19,429,38575,113036,56595,56441,100.27,2.93,5175
95年1月,內湖區,31.5787,37,859,88630,261891,127826,134065,95.35,2.95,8293
95年1月,士林區,62.3682,51,985,95863,287713,141368,146345,96.6,3,4613
95年1月,北投區,56.8216,42,820,83997,247990,121742,126248,96.43,2.95,4364
95年2月,總計,271.7997,449,9465,932937,2616645,1279091,1337554,95.63,2.8,9627
95年2月,松山區,9.2878,33,756,74978,208261,99612,108649,91.68,2.78,22423
95年2月,信義區,11.2077,41,913,84557,230666,113220,117446,96.4,2.73,20581
95年2月,大安區,11.3614,53,1027,113113,312517,149022,163495,91.15,2.76,27507
95年2月,中山區,13.6821,42,864,85418,216899,104014,112885,92.14,2.54,15853
95年2月,中正區,7.6071,31,584,59052,157431,76726,80705,95.07,2.67,20695
95年2月,大同區,5.6815,25,516,44887,126691,63194,63497,99.52,2.82,22299
95年2月,萬華區,8.8522,36,718,71699,194465,98596,95869,102.84,2.71,21968
95年2月,文山區,31.509,39,993,92047,258941,127131,131810,96.45,2.81,8218
95年2月,南港區,21.8424,19,430,38537,112866,56546,56320,100.4,2.93,5167
95年2月,內湖區,31.5787,37,859,88698,262162,127967,134195,95.36,2.96,8302
95年2月,士林區,62.3682,51,985,95879,287639,141272,146367,96.52,3,4612
95年2月,北投區,56.8216,42,820,84072,248107,121791,126316,96.42,2.95,4366
95年3月,總計,271.7997,449,9467,933532,2618058,1279427,1338631,95.58,2.8,9632
95年3月,松山區,9.2878,33,756,75033,208330,99674,108656,91.73,2.78,22431
95年3月,信義區,11.2077,41,914,84539,230734,113187,117547,96.29,2.73,20587
95年3月,大安區,11.3614,53,1027,113179,312891,149139,163752,91.08,2.76,27540
95年3月,中山區,13.6821,42,864,85492,217014,104022,112992,92.06,2.54,15861
95年3月,中正區,7.6071,31,584,59114,157714,76849,80865,95.03,2.67,20732
95年3月,大同區,5.6815,25,516,44924,126731,63224,63507,99.55,2.82,22306
95年3月,萬華區,8.8522,36,718,71667,194298,98493,95805,102.81,2.71,21949
95年3月,文山區,31.509,39,993,92130,259157,127175,131982,96.36,2.81,8225
95年3月,南港區,21.8424,19,431,38534,112804,56489,56315,100.31,2.93,5164
95年3月,內湖區,31.5787,37,859,88809,262382,128082,134300,95.37,2.95,8309
95年3月,士林區,62.3682,51,985,95940,287715,141270,146445,96.47,3,4613
95年3月,北投區,56.8216,42,820,84171,248288,121823,126465,96.33,2.95,4370
95年4月,總計,271.7997,449,9470,934127,2619384,1279706,1339678,95.52,2.8,9637
95年4月,松山區,9.2878,33,756,75142,208493,99700,108793,91.64,2.77,22448
95年4月,信義區,11.2077,41,914,84564,230848,113191,117657,96.2,2.73,20597
95年4月,大安區,11.3614,53,1027,113196,313107,149204,163903,91.03,2.77,27559
95年4月,中山區,13.6821,42,864,85594,217167,104097,113070,92.06,2.54,15872
95年4月,中正區,7.6071,31,584,59143,157982,76950,81032,94.96,2.67,20768
95年4月,大同區,5.6815,25,516,44972,126852,63281,63571,99.54,2.82,22327
95年4月,萬華區,8.8522,36,718,71655,194186,98426,95760,102.78,2.71,21936
95年4月,文山區,31.509,39,993,92176,259363,127234,132129,96.3,2.81,8231
95年4月,南港區,21.8424,19,431,38523,112768,56474,56294,100.32,2.93,5163
95年4月,內湖區,31.5787,37,862,88927,262573,128093,134480,95.25,2.95,8315
95年4月,士林區,62.3682,51,985,96018,287831,141284,146547,96.41,3,4615
95年4月,北投區,56.8216,42,820,84217,248214,121772,126442,96.31,2.95,4368
95年5月,總計,271.7997,449,9470,934899,2620693,1279955,1340738,95.47,2.8,9642
